17K;Boise City;Boise City;OK;USA;3.677.430.028;-1.025.104.364
17M;Magee Municipal;Magee;MS;USA;3.186.127.139;-8.980.285.361
17N;Cross Keys;Cross Keys;NJ;USA;3.970.547.583;-7.503.300.306
17Z;Manokotak;Manokotak;AK;USA;5.898.896.583;-1.590.499.739
18A;Franklin County;Canon;GA;USA;3.434.010.472;-8.313.348.333
18I;McCreary County ;Pine Knot;KY;USA;3.669.591.306;-8.439.160.389
19A;Jackson County;Jefferson;GA;USA;3.417.402.472;-8.356.066.528
19M;C A Moore;Lexington;MS;USA;3.312.546.111;-9.002.555.694
19N;Camden;Berlin;NJ;USA;3.977.842.056;-7.494.780.389
19P;Port Protection SPB;Port Protection;AK;USA;5.632.880.417;-1.336.100.844
1A3;Martin Campbell ;Copperhill;TN;USA;3.501.619.111;-8.434.631.083
1A5;Macon County;Franklin;NC;USA;35.222.595;-8.341.904.389
1A6;Middlesboro-Bell County;Middlesboro;KY;USA;366.106.375;-8.373.741.611
1A7;Jackson County;Gainesboro;TN;USA;3.639.728.139;-8.564.164.278
1A9;Autauga County;Prattville;AL;USA;32.438.775;-8.651.044.778
1B0;Dexter Regional;Dexter;ME;USA;4.500.839.444;-6.923.976.722
1B1;Columbia Cty;Hudson;NY;USA;4.229.130.028;-7.371.031.944
1B3;Fair Haven;Fair Haven;VT;USA;4.361.534.389;-7.327.455.556
1B9;Mansfield Municipal;Mansfield;MA;USA;4.200.013.306;-7.119.677.139
1C5;Clow;Chicago/Plainfield;IL;USA;4.169.597.444;-8.812.923.056
1D1;Milbank Municipal;Milbank;SD;USA;4.523.053.806;-9.656.596.556
1D2;Canton -Plymouth -  Mettetal;Plymouth;MI;USA;4.235.003.667;-8.345.826.833
1D3;Platte Municipal;Platte;SD;USA;4.340.332.833;-9.882.952.972
1D6;Hector Municipal;Hector;MN;USA;4.473.107.278;-9.471.471.333
1D7;Webster Municipal;Webster;SD;USA;4.529.329.111;-9.751.369.889
1D8;Redfield Municipal;Redfield;SD;USA;4.486.247.611;-9.852.953.972
1F0;Downtown Ardmore;Ardmore;OK;USA;3.414.698.917;-9.712.265.194
1F1;Lake Murray State Park;Overbrook;OK;USA;3.407.509.694;-9.710.667.917
1F4;Madill Municipal;Madill;OK;USA;3.414.040.194;-9.681.203.222
1F9;Bridgeport Municipal;Bridgeport;TX;USA;3.317.533.333;-9.782.838.889
1G0;Wood County;Bowling Green;OH;USA;41.391;-8.363.013.889
1G3;Kent State University;Kent;OH;USA;4.115.186.167;-8.141.658.306
1G4;Grand Canyon West;Peach Springs;AZ;USA;3.599.221;-1.138.166.164
1G5;Freedom ;Medina;OH;USA;4.113.144.444;-8.176.491.667
1G6;Michael ;Cicero;NY;USA;4.318.166.667;-7.612.777.778
1H0;Creve Coeur;St Louis;MO;USA;3.872.752;-9.050.830.417
1H2;Effingham County Memorial;Effingham;IL;USA;3.907.045.083;-8.853.351.972
1H3;Linn State Tech. College;Linn;MO;USA;3.847.149.444;-9.181.531.667
1H8;Casey Municipal;Casey;IL;USA;3.930.250.917;-8.800.406.194
1I5;Freehold;Freehold;NY;USA;4.236.425;-7.406.596.806
1I9;Delphi Municipal;Delphi;IN;USA;4.054.281.417;-8.668.167.194
1J0;Tri-County;Bonifay;FL;USA;3.084.577.778;-8.560.138.889
1K2;Lindsay Municipal;Lindsay;OK;USA;3.485.007.333;-9.758.642.028
1K4;David J. Perry;Goldsby;OK;USA;351.550.675;-9.747.039.389
1K5;Waynoka Municipal;Waynoka;OK;USA;3.656.670.028;-9.885.231.333
1K9;Satanta Municipal;Satanta;KS;USA;3.745.419.111;-1.009.921.119
1L0;St. John the Baptist Parish;Reserve;LA;USA;3.008.720.833;-9.058.266.528
1L1;Lincoln Co;Panaca;NV;USA;3.778.746.444;-1.144.216.567
1L7;Escalante Municipal;Escalante;UT;USA;3.774.532.639;-1.115.701.653
1L9;Parowan;Parowan;UT;USA;3.785.969.694;-112.816.055
1M1;North Little Rock Municipal;No Lit Rock;AR;USA;3.483.398.056;-9.225.792.778
1M2;Belzoni Municipal;Belzoni;MS;USA;3.314.518.056;-9.051.528.472
1M4;Posey ;Haleyville;AL;USA;3.428.034.806;-8.760.044.139
1M5;Portland Municipal;Portland;TN;USA;3.659.287.528;-8.647.691.028
1M7;Fulton;Fulton;KY;USA;3.652.589.417;-8.891.561.611
1MO;Mountain Grove Memorial;Mountain Grove;MO;USA;3.712.071.889;-92.311.245
1N2;Spadaro ;East Moriches;NY;USA;4.082.787.639;-7.274.871.083
1N4;Woodbine Muni ;Woodbine;NJ;USA;3.921.915;-74.794.765
1N7;Blairstown;Blairstown;NJ;USA;4.097.114.556;-7.499.747.556
1N9;Allentown Queen City Muni;Allentown;PA;USA;4.057.027.778;-7.548.830.556
1ND3;Hamry ;Kindred;ND;USA;466.485.775;-9.700.564.306
1O1;Grandfield Municipal;Grandfield;OK;USA;3.423.758.944;-9.874.200.917
1O2;Lampson ;Lakeport;CA;USA;3.899.017.472;-1.228.997.175
1O3;Lodi;Lodi;CA;USA;3.820.241.667;-1.212.684.167
1O4;Thomas Municipal;Thomas;OK;USA;3.573.338.222;-9.873.063.833
1O6;Dunsmuir Municipal-Mott;Dunsmuir;CA;USA;4.126.320.889;-1.222.719.528
1R1;Jena;Jena;LA;USA;31.671.005;-9.215.846.722
1R7;Brookhaven-Lincoln County;Brookhaven;MS;USA;316.058.475;-9.040.931.583
1R8;Bay Minette Municipal;Bay Minette;AL;USA;3.087.046.278;-8.781.738.167
1S0;Pierce County ;Puyallup;WA;USA;4.710.391.667;-1.222.871.944
1S3;Tillitt ;Forsyth;MT;USA;4.627.110.639;-1.066.239.206
1S5;Sunnyside Municipal;Sunnyside;WA;USA;4.632.763.139;-1.199.705.964
1S6;Priest River Muni;Priest River;ID;USA;4.819.018.611;-1.169.093.644
1U7;Bear Lake County;Paris;ID;USA;4.224.714.972;-11.133.826
1V0;Navajo State Park ;Navajo Dam;NM;USA;3.680.833.833;-1.076.514.444
1V2;Grant County ;Hyannis;NE;USA;4.200.942.944;-1.017.693.439
1V5;Boulder Muni;Boulder;CO;USA;4.003.942.972;-1.052.258.217
1V6;Fremont County;Canon City;CO;USA;3.842.838.111;-1.051.054.994
1V9;Blake ;Delta;CO;USA;3.878.539.722;-1.080.636.611
20A;Robbins ;Oneonta;AL;USA;3.397.231.972;-8.637.942.722
20M;Macon Municipal;Macon;MS;USA;3.313.345.889;-8.853.559.806
20N;Kingston-Ulster;Kingston;NY;USA;419.852.525;-7.396.409.722
20U;Beach;Beach;ND;USA;4.692.362.444;-1.039.785.389
20V;McElroy Airfield;Kremmling;CO;USA;4.005.367.972;-1.063.689.467
21D;Lake Elmo;St Paul;MN;USA;4.499.748.861;-9.285.568.111
21F;Jacksboro Municipal;Jacksboro;TX;USA;33.228.725;-9.814.671.083
22B;Mountain Meadow Airstrip;Burlington;CT;USA;4.177.287.528;-7.301.121.667
22I;Vinton County;McArthur;OH;USA;39.328.125;-8.244.182.167
22M;Pontotoc County;Pontotoc;MS;USA;3.427.593.833;-8.903.839.694
22N;Carbon Cty-Jake Arner Memorial;Lehighton;PA;USA;4.080.950.889;-7.576.149.639
23J;Herlong;Jacksonville;FL;USA;3.027.778.889;-8.180.594.722
23M;Clarke County;Quitman;MS;USA;3.208.487.111;-8.873.893.389
23N;Bayport Aerodrome;Bayport;NY;USA;4.075.843.139;-7.305.372.083
23R;Devine Municipal;Devine;TX;USA;291.384.075;-9.894.189.028
24A;Jackson County;Sylva;NC;USA;353.168.625;-8.320.936.806
24J;Suwannee County;Live Oak;FL;USA;3.030.105.583;-8.302.318.778
24N;Jicarilla Apache Nation;Dulce;NM;USA;36.828.535;-1.068.841.914
25J;Cuthbert-Randolph;Cuthbert;GA;USA;3.170.016.583;-8.482.492.194
25M;Ripley ;Ripley;MS;USA;3.472.226.778;-8.901.504.944
25R;International;Edinburg;TX;USA;2.644.201.083;-9.812.945.306
26A;Ashland/Lineville;Ashland/Lineville;AL;USA;3.328.761.417;-8.580.412.861
26N;Ocean City Muni cipal;Ocean City;NJ;USA;3.926.347.222;-7.460.747.222
26R;Jackson County;Edna/Ganado;TX;USA;2.900.101;-9.658.194.667
26U;McDermitt State;McDermitt;OR;USA;4.200.211.083;-1.177.231.972
27A;Elbert County-Patz ;Elberton;GA;USA;3.409.519.722;-8.281.586.417
27D;Myers ;Canby;MN;USA;4.472.801.889;-9.626.309.972
27J;Newberry Municipal;Newberry;SC;USA;3.430.927.778;-8.163.972.222
27K;Georgetown-Scott County;Georgetown;KY;USA;3.823.442.528;-8.443.468.667
28J;Kay Larkin;Palatka;FL;USA;2.965.863.889;-8.168.855.556
29D;Grove City;Grove City;PA;USA;4.114.597.611;-8.016.592.194
29G;Portage County;Ravenna;OH;USA;41.210.195;-8.125.163.083
29S;Gardiner;Gardiner;MT;USA;4.504.993.556;-1.107.466.008
2A0;Mark Anton;Dayton;TN;USA;3.548.624.611;-8.493.109.722
2A1;Jamestown Municipal;Jamestown;TN;USA;3.634.970.833;-8.494.664.472
2A3;Larsen Bay;Larsen Bay;AK;USA;5.753.510.667;-1.539.784.169
2A9;Kotlik;Kotlik;AK;USA;6.303.116.111;-1.635.299.278
2AK;Lime Village;Lime Village;AK;USA;6.135.848.528;-1.554.403.508
2B3;Parlin ;Newport;NH;USA;4.338.812.944;-7.218.925.417
2B7;Pittsfield Municipal;Pittsfield;ME;USA;4.476.852.778;-6.937.441.667
2B9;Post Mills;Post Mills;VT;USA;43.884.235;-7.225.370.333
2D1;Barber;Alliance;OH;USA;4.097.089.139;-8.109.981.889
2D5;Oakes Municipal;Oakes;ND;USA;4.617.301.972;-9.807.987.556
2F5;Lamesa Municipal;Lamesa;TX;USA;3.275.627.778;-1.019.194.722
2F6;Skiatook Municipal;Skiatook;OK;USA;36.357.035;-9.601.138.556
2F7;Commerce Municipal;Commerce;TX;USA;3.329.288.889;-9.589.641.806
2F8;Morehouse Memorial;Bastrop;LA;USA;3.275.607.944;-9.188.057.194
2G2;Jefferson County Airpark;Steubenville;OH;USA;4.035.944.306;-8.070.007.806
2G3;Connellsville;Connellsville;PA;USA;3.995.893.667;-7.965.713.306
2G4;Garrett County;Oakland;MD;USA;3.958.027.778;-7.933.941.667
2G9;Somerset County;Somerset;PA;USA;4.003.911.111;-7.901.455.556
2H0;Shelby County;Shelbyville;IL;USA;3.941.042.861;-888.454.325
2H2;Aurora Memorial Municipal;Aurora;MO;USA;3.696.230.778;-9.369.531.111
2I0;Madisonville Municipal;Madisonville;KY;USA;3.735.502.778;-8.739.963.889
2I5;Chanute;Rantoul;IL;USA;4.029.355.556;-8.814.236.111
2IS;Airglades;Clewiston;FL;USA;2.674.200.972;-8.104.978.917
2J2;Liberty County;Hinesville;GA;USA;3.178.461.111;-8.164.116.667
2J3;Louisville Municipal;Louisville;GA;USA;3.298.654.083;-8.238.568.139
2J5;Millen;Millen;GA;USA;3.289.376.972;-8.196.511.583
2J9;Quincy Municipal;Quincy;FL;USA;3.059.786.111;-8.455.741.667
2K3;Stanton County Municipal;Johnson;KS;USA;3.758.271.111;-10.173.281
2K4;Scott ;Mangum;OK;USA;3.489.172.583;-9.952.675.667
2K5;Telida;Telida;AK;USA;6.339.387.278;-1.532.689.733
2M0;Princeton-Caldwell County;Princeton;KY;USA;3.711.560.444;-8.785.556.944
2M2;Lawrenceburg Municipal;Lawrenceburg;TN;USA;352.343.025;-8.725.793.222
2M3;Sallisaw Municipal;Sallisaw;OK;USA;3.543.816.667;-9.480.277.778
2M4;G. V. Montgomery;Forest;MS;USA;3.235.347.778;-8.948.867.944
2M8;Charles W. Baker;Millington;TN;USA;3.527.897.583;-8.993.147.611
2O1;Gansner ;Quincy;CA;USA;3.994.378.056;-1.209.468.983
2O3;Angwin-Parrett ;Angwin;CA;USA;3.857.851.778;-1.224.352.572
2O6;Chowchilla;Chowchilla;CA;USA;3.711.244.417;-1.202.468.406
2O7;Independence;Independence;CA;USA;3.681.382.111;-1.182.050.956
2O8;Hinton Municipal;Hinton;OK;USA;3.550.592.472;-9.834.236.111
2P2;Washington Island;Washington Island;WI;USA;4.538.620.833;-8.692.448.056
2Q3;Yolo Co-Davis/Woodland/Winters;Davis/Woodland/Winters;CA;USA;385.790.725;-1.218.566.322
2R0;Waynesboro Municipal;Waynesboro;MS;USA;3.164.599.472;-8.863.475.667
2R4;Peter Prince ;Milton;FL;USA;3.063.762.083;-8.699.365.278
2R5;St Elmo;St Elmo;AL;USA;3.050.190.833;-8.827.511.667
2R9;Karnes County;Kenedy;TX;USA;288.250.075;-9.786.558.333
2S1;Vashon Municipal;Vashon;WA;USA;4.745.815.333;-1.224.773.506
2S6;Sportsman Airpark;Newberg;OR;USA;4.529.567.333;-1.229.553.783
2S7;Chiloquin State;Chiloquin;OR;USA;4.258.319.167;-1.218.761.261
2S8;Wilbur;Wilbur;WA;USA;4.775.320.639;-1.187.438.936
2T1;Muleshoe Municipal;Muleshoe;TX;USA;3.418.513.639;-1.026.410.981
2V1;Stevens ;Pagosa Springs;CO;USA;37.277.505;-1.070.558.742
2V2;Vance Brand;Longmont;CO;USA;4.016.367.139;-1.051.630.369
2V5;Wray Municipal;Wray;CO;USA;4.010.032.333;-10.224.096
2V6;Yuma Municipal;Yuma;CO;USA;4.010.415.306;-1.027.129.869
2W5;Maryland;Indian Head;MD;USA;3.860.053.667;-7.707.296.917
2W6;Captain Walter Francis Duke Regional ;Leonardtown;MD;USA;3.831.536.111;-7.655.011.111
2Y3;Yakutat SPB;Yakutat;AK;USA;595.624.775;-1.397.410.994
2Y4;Rockwell City Municipal;Rockwell City;IA;USA;4.238.748.056;-9.461.803.333
31F;Gaines County;Seminole;TX;USA;3.267.535.389;-102.652.685
32M;Norfolk;Norfolk;MA;USA;4.212.787.528;-7.137.033.556
32S;Stevensville;Stevensville;MT;USA;4.652.511.111;-1.140.528.056
33J;Geneva Municipal;Geneva;AL;USA;3.105.527.778;-8.588.033.333
33M;Water Valley ;Water Valley;MS;USA;3.416.677.639;-8.968.619.722
33N;Delaware Airpark;Dover;DE;USA;3.921.837.556;-7.559.642.667
33S;Pru ;Ritzville;WA;USA;4.712.487.194;-1.183.927.539
34A;Laurens County;Laurens;SC;USA;3.450.705.556;-8.194.719.444
35A;Union County, Troy Shelton ;Union;SC;USA;3.468.680.111;-8.164.121.167
35D;Padgham ;Allegan;MI;USA;4.253.098.278;-8.582.513.556
35S;Wasco State;Wasco;OR;USA;4.558.944.444;-1.206.741.667
36K;Lakin;Lakin;KS;USA;3.796.946.389;-1.012.554.472
36S;Happy Camp;Happy Camp;CA;USA;4.179.067.944;-1.233.889.444
36U;Heber City Municipal/Russ McDonald ;Heber;UT;USA;4.048.180.556;-1.114.288.056
37T;Calico Rock-Izard County;Calico Rock;AR;USA;3.616.565.278;-9.214.523.611
37W;Harnett County;Erwin;NC;USA;3.537.880.028;-7.873.362.917
38A;Shaktoolik;Shaktoolik;AK;USA;6.436.263.194;-1.612.025.369
38S;Deer Lodge-City-County;Deer Lodge;MT;USA;4.638.881.583;-1.127.669.842
38U;Wayne Wonderland;Loa;UT;USA;3.836.247.972;-1.115.960.164
39N;Princeton;Princeton;NJ;USA;4.039.834.833;-7.465.760.361
3A0;Grove Hill Municipal;Grove Hill;AL;USA;3.168.932.389;-877.613.875
3A1;Folsom ;Cullman;AL;USA;3.426.870.833;-8.685.833.611
3A2;New Tazewell Municipal;Tazewell;TN;USA;3.641.008.417;-8.355.546.167
3A3;Anson County;Wadesboro;NC;USA;3.502.397.611;-8.008.127.333
3AU;Augusta Municipal;Augusta;KS;USA;3.767.162.778;-9.707.787.222
3B0;Southbridge Municipal;Southbridge;MA;USA;4.210.092.806;-7.203.840.833
3B1;Greenville Municipal;Greenville;ME;USA;4.546.302.778;-6.955.161.111
3B2;Marshfield;Marshfield;MA;USA;4.209.824.111;-7.067.212.083
3B9;Chester;Chester;CT;USA;4.138.390.472;-7.250.589.444
3BS;Jack Barstow;Midland;MI;USA;4.366.291.528;-84.261.325
3CK;Lake In The Hills;Lake In The Hills;IL;USA;4.220.680.306;-8.832.304.028
3CM;James Clements Municipal;Bay City;MI;USA;4.354.691.667;-8.389.550.222
3CU;Cable Union;Cable;WI;USA;4.619.424.889;-9.124.640.972
3D2;Ephraim/Gibraltar;Ephraim;WI;USA;4.513.535.778;-8.718.586.556
3D4;Frankfort Dow Memorial;Frankfort;MI;USA;4.462.506.389;-8.620.061.944
3F3;De Soto Parish;Mansfield;LA;USA;3.207.345.972;-9.376.551.889
3F4;Vivian;Vivian;LA;USA;3.286.133.333;-9.401.015.361
3F7;Jones Memorial;Bristow;OK;USA;3.580.685.278;-9.642.185.556
3FM;Fremont Municipal;Fremont;MI;USA;4.343.890.528;-8.599.478
3FU;Faulkton Municipal;Faulkton;SD;USA;4.503.191.861;-9.911.566.417
3G3;Wadsworth Municipal;Wadsworth;OH;USA;4.100.158.222;-8.175.513.111
3G4;Ashland County;Ashland;OH;USA;4.090.297.222;-8.225.563.889
3G7;Williamson/Sodus;Williamson;NY;USA;4.323.472.222;-7.712.097.222
3GM;Grand Haven Memorial Airpark;Grand Haven;MI;USA;4.303.404.639;-861.981.625
3I2;Mason County;Point Pleasant;WV;USA;3.891.463.889;-8.209.858.333
3I7;Phillipsburg;Phillipsburg;OH;USA;3.991.344.194;-8.440.030.889
3J1;Ridgeland;Ridgeland;SC;USA;3.249.268.694;-8.099.233.028
3J7;Greene County Airpark;Greensboro;GA;USA;3.359.766.667;-83.139
3JC;Freeman ;Junction City;KS;USA;3.904.327.556;-9.684.328.694
3K3;Syracuse-Hamilton County Municipal;Syracuse;KS;USA;3.799.167.972;-1.017.462.822
3K6;St Louis-Metro East;Troy/Marine/St. Louis;IL;USA;3.873.290.861;-8.980.656.722
3K7;Mark Hoard Memorial;Leoti;KS;USA;3.845.696.333;-1.013.532.161
3LC;Logan County;Lincoln;IL;USA;4.015.847.222;-8.933.497.222
